"","Date","value","series"
"1",1978-03-01,61.1103,"Participation rate ;  Persons ;"
"2",1978-06-01,61.0507,"Participation rate ;  Persons ;"
"3",1978-09-01,60.906,"Participation rate ;  Persons ;"
"4",1978-12-01,60.7423,"Participation rate ;  Persons ;"
"5",1979-03-01,60.6348333333333,"Participation rate ;  Persons ;"
"6",1979-06-01,60.5394333333333,"Participation rate ;  Persons ;"
"7",1979-09-01,60.6175666666667,"Participation rate ;  Persons ;"
"8",1979-12-01,60.8498666666667,"Participation rate ;  Persons ;"
"9",1980-03-01,61.0304333333333,"Participation rate ;  Persons ;"
"10",1980-06-01,61.2787666666667,"Participation rate ;  Persons ;"
"11",1980-09-01,61.3752666666667,"Participation rate ;  Persons ;"
"12",1980-12-01,61.2235333333333,"Participation rate ;  Persons ;"
"13",1981-03-01,61.1059666666667,"Participation rate ;  Persons ;"
"14",1981-06-01,61.0594666666667,"Participation rate ;  Persons ;"
"15",1981-09-01,61.0877666666667,"Participation rate ;  Persons ;"
"16",1981-12-01,60.9698,"Participation rate ;  Persons ;"
"17",1982-03-01,60.8743666666667,"Participation rate ;  Persons ;"
"18",1982-06-01,60.6842333333333,"Participation rate ;  Persons ;"
"19",1982-09-01,60.6301333333333,"Participation rate ;  Persons ;"
"20",1982-12-01,60.6713333333333,"Participation rate ;  Persons ;"
"21",1983-03-01,60.4217333333333,"Participation rate ;  Persons ;"
"22",1983-06-01,60.3159666666667,"Participation rate ;  Persons ;"
"23",1983-09-01,60.3864666666667,"Participation rate ;  Persons ;"
"24",1983-12-01,60.3298,"Participation rate ;  Persons ;"
"25",1984-03-01,60.3858333333333,"Participation rate ;  Persons ;"
"26",1984-06-01,60.5679333333333,"Participation rate ;  Persons ;"
"27",1984-09-01,60.5210666666667,"Participation rate ;  Persons ;"
"28",1984-12-01,60.4014666666667,"Participation rate ;  Persons ;"
"29",1985-03-01,60.4228333333333,"Participation rate ;  Persons ;"
"30",1985-06-01,60.5586333333333,"Participation rate ;  Persons ;"
"31",1985-09-01,60.8335333333333,"Participation rate ;  Persons ;"
"32",1985-12-01,61.1539333333333,"Participation rate ;  Persons ;"
"33",1986-03-01,61.4510333333333,"Participation rate ;  Persons ;"
"34",1986-06-01,61.8872333333333,"Participation rate ;  Persons ;"
"35",1986-09-01,61.9070666666667,"Participation rate ;  Persons ;"
"36",1986-12-01,61.8791,"Participation rate ;  Persons ;"
"37",1987-03-01,61.8543333333333,"Participation rate ;  Persons ;"
"38",1987-06-01,61.9488,"Participation rate ;  Persons ;"
"39",1987-09-01,61.8734,"Participation rate ;  Persons ;"
"40",1987-12-01,61.8595333333333,"Participation rate ;  Persons ;"
"41",1988-03-01,62.2164333333333,"Participation rate ;  Persons ;"
"42",1988-06-01,62.2819,"Participation rate ;  Persons ;"
"43",1988-09-01,62.1824666666667,"Participation rate ;  Persons ;"
"44",1988-12-01,62.4086333333333,"Participation rate ;  Persons ;"
"45",1989-03-01,62.7819,"Participation rate ;  Persons ;"
"46",1989-06-01,63.0642,"Participation rate ;  Persons ;"
